# TextPAIR modernization map: <historical form>	<modern form>
# One pair per line, tab-separated. Edit freely; the .mpk cache
# next to this file is rebuilt automatically when this file changes.
'a	he
leppyng	lepping
leprosie	leprosy
leprousie	leprosy
leprye	lepry
lept	leapt
lepte	leapt
ler	laer
lerne	learn
lernean	lernaean
lerned	learnt
lernynge	learning
lerynge	laering
lese	less
lesing	losing
lesse	less
lessen'd	lessened
lesses	loesses
lesson'd	lessoned
leste	lest
lestrale	lestrake
lesu	lesum
let'st	lettest
let'vs	let'us
let-a	let
letanies	litanies
letcher	lecher
letcherie	lechery
letcherous	lecherous
letchers	lechers
letchery	lechery
leters	letters
leth	?
lethargick	lethargic
lethargie	lethargy
lether	leather
lether-hindges	leather-hinges
lethergie	lethargy
letst	lettest
lett	let
lett's	let's
lett'st	lettest
lette	let
letten	let
letter'd	lettered
lettes	lets
letteth	lets
letts	lets
lettyng	letting
leu'd	leved
leualto	levalto
leuant	levant
leuantines	levantines
leuarpoole	levarpoole
leud	lewd
leudly	lewdly
leudnesse	lewdness
leue	leave
leuel	level
leuel'd	levelled
leuel't	level't
leueld	levelled
leuelde	levelde
leueled	levelled
leuell	level
leuell'd	levelled
leuelled	levelled
leuen	leven
leuens	leavens
leuer	lever
leuer-poole	leverpoole
leuerets	leverets
leuerpoole	leverpoole
leuerthou	leverthou
leues	leves
leui'd	levied
leui.	levi.
leuiathan	leviathan
leuibus	levibus
leuid	levid
leuidulcia	levidulcia
leuie	levy
leuie'd	levieed
leuied	levied
leuies	levies
leuill	levill
leuing	leving
leuit.	levit.
leuitie	levity
leuity	levity
leuivela	levivela
leuor	levor
leuum	lewm
leuy	levy
leuyed	levied
leuyes	levies
leuying	levying
lev.	leu.
leve	leave
level'd	levelled
leveld	levelled
levelers	levellers
levell	level
levell'd	levelled
levelled	leveled
levells	levels
levie	levy
levitie	levity
levv	levum
levvde	lewd
levvis	lewis
levy'd	levied
lew'd	lewd
lewde	lewd
lewdely	lewdly
lewdenesse	lewdness
lewdnes	lewdness
lewdnesse	lewdness
ley	lay
leyd	laid
leysters	leisters
leysure	leisure
leysures	leisures
lēast	lenast
lēd	lend
lēgth	length
lēman	leman
li.	li
lib'd	libed
lib'ral	liberal
lib'rall	liberal
libbard's	libbar's
libell'd	libelled
libells	libels
liber	libre
liberalitie	liberality
liberall	liberal
liberallie	liberally
liberallitie	liberality
liberalsciēces	liberalsciences
libert	liberty
liberte	liberty
libertie	liberty
libertye	liberty
libetty	liberty
librarie	library
libraryes	libraries
licenc'd	licenced
licencious	licentious
licens'd	licenced
licensed	licenced
licensious	licentious
licentiousnes	licentiousness
licentiousnesse	licentiousness
lick'd	licked
lick't	licked
lick-finger	lickfinger
lick-foote	lick-foot
licke	lick
licke-trencher	lick-trencher
lickes	licks
lickt	licked
licor	liquour
licour	liquour
lidde	lid
liddes	lids
lieauy	lieavy
liedge	liege
liefe	lief
liefetenant	lieutenant
liefetenants	lieutenants
lieftenant	lieutenant
lieftenants	lieutenants
liege-man	liegeman
lieng	lying
lier	liar
lieue	lieve
lieuer	liever
lieuetenant	lieutenant
lieutennant	lieutenant
lievetenant	lieutenant
lievre	lieure
lievtenant	lieutenant
lif	life
lif's	life's
lifauour'd	lifavoured
life-blood	lifeblood
life-bloud	lifeblood
life-preseruing	life-preserving
life-quickning	life-quickening
life-time	lifetime
lifelesse	lifeless
lifes	life's
lifetenant	lieutenant
lift-vp-hands	lift-up-hands
lifte	lift
liftes	lifts
ligamēts	ligaments
ligge	lig
light-finger'd	light-fingered
light-foot	lightfoot
light-footed	lightfooted
light-headed	lightheaded
light-heeles	light-heals
light-stuffes	light-stuffs
light-vptailes	light-uptailes
light-wing'd	light-winged
light-wingd	light-winged
lighte	light
lightening	lightning
lightes	lights
lightfoote	lightfoot
lightlesse	lightless
lightlie	lightly
lightn'd	lightened
lightned	lightened
lightnes	lightness
lightnesse	lightness
lightneth	lighteneth
lightnīg	lightning
lightnyng	lightning
lightsom	lightsome
lightst	lightest
lightvpon	lightupon
lignage	lineage
lik	like
lik'd	liked
lik'ned	likened
lik'st	likest
lik't	liked
like'd	likeed
like-wise	likewise
likedst	likedest
likeing	liking
likelie	likely
likelihoode	likelihood
likely-hood	likelihood
likelyer	likelier
likelyest	likeliest
likelyhod	likelihood
likelyhood	likelihood
likelyhoode	likelihood
likelyhoods	likelihoods
likenes	likeness
likenesse	likeness
likevvise	likewise
likewyse	likewise
likinge	liking
liknes	likeness
liknesse	likeness
likst	likest
likt	liked
likte	liked
likwise	likewise
likwyse	likewise
lilburne	lilburn
lillies	lilies
lilly	lily
lilly-pots	lily-pots
lilly-rootes	lily-roots
lilly-white	lily-white
lillyes	lillies
lim	limb
lim'd	limed
limb'd	limbed
limbd	limbed
limbe	limb
limbecke	limbeck
limbes	limbs
limblesse	limbless
lime-bush	limebush
lime-house	limehouse
lime-kiln	limekiln
lime-streete	lime-street
lime-twigge	lime-twig
lime-twigges	lime-twigs
limite	limit
limites	limits
limitt	limit
limitted	limited
limitting	limiting
limitts	limits
limm'd	limmed
limme	limb
limmes	limbs
limmits	limits
limms	limbs
limn'd	limned
lims	limbs
lin'd	lined
linage	lineage
linck	link
linck'd	linked
lincke	link
lincked	linked
lincks	links
linckt	linked
lincoln-shire	lincolnshire
lincolnes	lincoln's
lind	lined
lineall	lineal
lineallie	lineally
lineing	lining
lineings	linings
lingred	lingered
lingreth	lingereth
lingring	lingering
lingringe	lingering
lingringly	lingeringly
lingrings	lingerings
lingrynge	lingering
lininges	linings
link'd	linked
link'st	linkest
link't	linked
link-boy	linkboy
linke	link
linkes	links
linkt	linked
linnage	lineage
linnen	linen
linnen's	linen's
linnen-breeches	linen-breeches
linnen-draper	linen-draper
linnen-drapers	linendrapers
linnens	linens
linstocke	linstock
lionesse	lioness
lip'd	lipped
lippe	lip
lippes	lips
lipps	lips
liqour	liquour
liquide	liquid
liquor'd	liquored
liquorishe	liquorish
lisence	licence
lisippvs	lisippus
lispe	lisp
lispes	lisps
list	listen
liste	list
listen'd	listened
listes	lists
listn'd	listened
listned	listened
listners	listeners
listning	listening
litel	little
litell	little
liter	litre
literall	literal
litle	little
litle-ones	little-ones
litle-stocke	little-stock
littell	little
litterature	literature
littl's	little's
little-a	little
little-stocke	littlestoke
little-vvit	little-wit
little-wit	littlewit
littlenesse	littleness
littlevvit	littlewit
litttle	little
liu'd	lived
liu'de	lived
liu'dst	livedst
liu'st	livest
liud	lived
liude	lived
liue	live
liue-long	livelong
liued	lived
liuedst	livedest
liueing	living
liueles	lifeless
liuelesse	liveless
liuelie	lively
liuelier	livelier
liuelihood	livelihood
liuellen	livellen
liuely	lively
liuelyhood	livelihood
liuelynes	livelynes
liuer	liver
liuer'd	livered
liuer's	liver's
liuerd	liverd
liuered	livered
liuerie	livery
liuerie-three-pound-thrum	liverie-three-pound-thrum
liueries	liveries
liuers	livers
liuery	livery
liuery-puncks	livery-puncks
liuery-punke	livery-punk
liueryes	liveries
liues	lives
liuesimmur'd	livesimmured
liuest	livest
liuetenant	lieutenant
liueth	lives
liuia	livia
liuias	livia's
liuing	living
liuinge	living
liuinges	livings
liuingles	livingles
liuings	livings
liuīg	living
liuor	livor
liuorie	livery
liuory	livery
liuour	livour
liuours	livours
liuyng	living
liv'd	lived
liv'dat	liu'dat
liv'st	livest
livd	lived
livde	lived
live-long	livelong
livelyhood	livelihood
liver'd	livered
liverie	livery
lives-paine	lives-pain
liveth	lives
livinge	living
livivs	livius
livory	livery
livre	liure
lixiues	lixives
liy'd	liyed
liyng	lying
ll'd	lled
load-starre	loadstar
load-stone	loadstone
load-stones	loadstones
loade	load
loade-stone	loadstone
loades	loads
loadstarre	loadstar
loafe	loaf
loame	loam
loane	loan
loanes	loans
loanly	lonely
loase	lose
loath'd	loathed
loath'st	loathest
loathd	loathed
loathed'st	loathedest
loaths	loathes
loathsom	loathsome
loathsomenes	loathsomeness
loathsomness	loathsomeness
loaues	loaves
lobbie	lobby
lobbyes	lobbies
lobcocke	lobcock
locall	local
lock'd	locked
lock't	locked
lockd	locked
locke	lock
lockes	locks
lockie	locky
lockt	locked
locustes	locusts
lode	load
lode-stone	loadstone
loded	loaded
loden	laden
lodes	loads
lodeuico	lodevico
lodg	lodge
lodg'd	lodged
lodgd	lodged
lodgde	lodged
lodginges	lodgings
lodouico	lodovico
lodov.	lodou.
lodovvick	lodowick
loe	lo
loftie	lofty
loftye	lofty
log'd	lodged
logd'd	logded
loger-heads	lodger-heads
logge	log
logger-head	loggerhead
logger-headed	loggerheaded
loggs	logs
logicall	logical
logick	logic
logicke	logic
logickes	logics
logike	logic
logikes	logics
logique	logic
logitian	logician
loial	loyal
loiall	loyal
loiallie	loyally
loialtie	loyalty
loine	loin
loines	loins
loiter'd	loitered
loke	look
loked	looked
lokes	looks
loketh	looketh
loking	looking
lokīg	looking
lokyng	looking
lollie	lolly
lompish	lumpish
londinivm	londinium
london-prentises	london-prentices
londō	london
lonelines	loneliness
lonenesse	loneness
long'd	longed
long'st	longest
long-a	long
long-beard	longbeard
long-boat	longboat
long-bow	longbow
long-cross'd	long-crossed
long-ear'd	long-eared
long-fingred	long-fingered
long-growne	long-grown
long-hayre	long-hair
long-heel'd	long-heeled
long-liu'd	long-lived
long-liv'd	long-lived
long-lyv'd	long-lyved
long-shanks	longshanks
long-sword	longsword
long-tail	longtail
long-tail'd	long-tailed
long-tayle	longtail
long-tong'd	long-tonged
long-tongu'd	long-tongued
long-villaine	long-villain
long-watch'd	long-watched
long-wing'd	long-winged
long-wish'd	long-wished
long-wisht	long-wished
longaeuo	longaevo
longar	longer
longauile	longavile
longauyle	longavyle
longd	longed
longe	long
longinge	longing
longinvs	longinus
longst	longest
longtaile	longtail
longtayle	longtail
looce	lose
loofe	loof
look'd	looked
look'st	lookest
lookd	looked
looke	look
looke-out	lookout
lookeing	looking
lookes	looks
looking-glasse	lookingglass
looking-lasse	looking-lass
lookingglasse	looking-glass
lookst	lookest
lookste	lookest
lookt	looked
lookte	looked
lookyng	looking
loome	loom
loomes	looms
loop-holes	loopholes
loope	loop
loope-hole	loophole
loope-holes	loopholes
loopeholes	loopholes
loopes	loops
loord	lord
loos'd	loosed
loos'ned	loosened
loosd	loosed
loosde	loosed
loose-liuer	loose-liver
loose-liuing	loose-living
loosenes	looseness
loosenesse	looseness
loosers	losers'
looseth	loses
loosly	loosely
loosned	loosened
loosnes	looseness
loosness	looseness
loosse	lose
loou'st	loovest
loouer	loover
lop'd	loped
loppe	lop
lopt	lopped
loquuium	loqwium
loquutos	locutos
lord-like	lordlike
lord-ship	lordship
lord-shippe	lordship
lord-ships	lordships
lorde	lord
lordes	lords
lordeship	lordship
lordinges	lordings
lordlye	lordly
lordshippe	lordship
lordshippes	lordships
lordshipps	lordships
lordshyp	lordship
lordy	lourdy
lornes	lorns
lorship	lordship
lorships	lordships
losenes	looseness
losse	lose
loste	lost
losyng	losing
loth	loath
loth'd	loathed
loth-bury	lothbury
lothe	loath
lothed	loathed
lothes	loathes
lothesome	loathsome
lothest	loathest
lothing	loathing
lothinge	loathing
lothings	loathings
lothly	loathly
lothnesse	loathness
lothsom	loathsome
lothsome	loathsome
lothsomnes	loathsomeness
lott	lot
lotte	lot
lotterie	lottery
lottes	lots
lotts	lots
lou'd	loved
lou's	loves
lou'st	lovest
loua	lova
loud'st	loudest
loud-mouth'd	loud-mouthed
loude	loud
loudnes	loudness
loudnesse	loudness
loudst	loudest
loue	love
loue's	love's
loue-bands	love-bands
loue-bound	love-bound
loue-comparisons	love-comparisons
loue-corrupted	love-corrupted
loue-craft	love-craft
loue-desires	love-desires
loue-deuotions	love-devotions
loue-dreames	love-dreams
loue-god	love-god
loue-ill	love-ill
loue-ioyes	love-joys
loue-knots	love-knots
loue-layes	love-lays
loue-leaues	love-leaves
loue-letter	loveletter
loue-letters	loveletters
loue-locks	lovelocks
loue-mad	love-mad
loue-making	love-making
loue-marke	love-mark
loue-melancholy	love-melancholy
loue-mine	love-mine
loue-nets	love-nets
loue-powder	love-powder
loue-rimes	love-rimes
loue-rites	love-rites
loue-scapes	love-scapes
loue-sick	lovesick
loue-sicke	lovesick
loue-songs	lovesongs
loue-sonnets	love-sonnets
loue-sports	love-sports
loue-squire	love-squire
loue-stolne	love-stolen
loue-suit	love-suit
loue-suite	love-suite
loue-sute	love-suit
loue-sweets	love-sweets
loue-token	love-token
loue-tokens	love-tokens
loue-toyes	love-toys
loue-trickes	love-tricks
loue-walkes	love-walks
loue-well	lovewell
loue-wounded	love-wounded
loued	loved
louedst	lovedest
louefull	lovefull
louel	lovel
louelesse	lovelesse
louelesses	lovelesses
louelets	lovelets
loueletters	loveletters
louelie	lovely
louelier	lovelier
loueliest	loveliest
louelines	loveliness
louelinesse	loveliness
louell	lovell
louelv	lovelv
louely	lovely
louelyer	lovelyer
loueme	loveme
louen	loven
louer	lover
louer-blest	lover-blest
louere	lovere
louerimes	loverimes
louers	lovers
louertine	lovertine
loues	loves
louesicke	lovesick
loueso	loveso
louest	lovest
louesute	lovesute
loueth	loves
loug	long
louing	loving
louinge	loving
louingest	lovingest
louingle	lovingle
louinglie	lovingly
louingly	lovingly
louingnes	lovingnes
louingst	lovingest
lour'st	lourest
lousie	lousy
loute	lout
loutes	louts
loutishe	loutish
louure	lowre
louyn	lovyn
louyng	loving
louynge	loving
louyngel	lovyngel
louzie	lousy
louzy	lousy
lov'd	loved
lov'de	lou'de
lov'dst	lou'dst
lov's	loves
lov'st	lovest
lov.	lou.
lovd	loud
lovd'st	loudest
lovde	loud
love-a	love
love-kisse	love-kiss
love-letter	loveletter
love-letters	loveletters
love-locks	lovelocks
love-pitfals	love-pitfalls
love-sick	lovesick
love-sicke	lovesick
love-songs	lovesongs
love-tricke	love-trick
lovell	lovel
lovelyest	loveliest
lover-like	loverlike
loves-paines	loves-pains
lovestarv'd	lovestarved
lovinge	loving
lovinglie	lovingly
lovingst	lovingest
lovliest	louliest
lovst	loust
lovvin	lowin
low'd	lowed
low-gaues	low-gaves
lowd	loud
lowde	loud
lowder	louder
lowdest	loudest
lowdly	loudly
lowdnes	loudness
lowe	low
lowely	lowly
lowlie	lowly
lowlinesse	lowliness
lowlynes	lowliness
lowne	lown
lownesse	lowness
lowr'd	lowered
lowre	lower
lowred	lowered
lowring	lowering
lowryng	lowering
lowrynge	lowering
lowse	louse
lowsie	lousy
lowsy	lousy
lowzie	lousy
lowzy	lousy
loy'st	loyest
loyal'st	loyalest
loyall	loyal
loyallty	loyally
loyaltie	loyalty
loyes	loys
loynes	loins
loyns	loins
loyter	loiter
loyter-pins	loiter-pins
loyterer	loiterer
loyterers	loiterers
loytering	loitering
loyters	loiters
loytred	loitered
loytring	loitering
loytryng	loitering
lozell	lozel
lōdō	london
lōg	long
lōge	long
lōger	longer
lubrick	lubric
luccicos	luccico
lucifers	lucife's
lucke	luck
lucke's	luck's
luckelesse	luckless
luckely	luckily
luckie	lucky
luckles	luckless
lucklesse	luckless
luckly	luckily
luckye	lucky
luckyng	lucking
lud-gate	ludgate
ludouico	ludovico
luffe	luff
lug'd	luged
lugētem	lugentem
lugs	lug's
luke-warme	lukewarm
lul'd	luled
luld	lulled
lull'd	lulled
lullabie	lullaby
lullabye	lullaby
lumber-street	lumberstreet
luminarie	luminary
lumpe	lump
lumpes	lumps
lumpishe	lumpish
lunacie	lunacy
lunacye	lunacy
lunarie	lunary
lunatick	lunatic
lunaticke	lunatic
lunaticks	lunatics
lunatike	lunatic
lunatique	lunatic
lur'd	lured
lurch'd	lurched
lurckt	lurked
lurk'd	lurked
lurk't	lurked
lurke	lurk
lurkes	lurks
lurkt	lurked
lurkyng	lurking
lushious	luscious
lussious	luscious
lust-ful	lustful
lust-full	lustful
luste	lust
lustely	lustily
luster	lustre
lustes	lusts
lustfull	lustful
lustie	lusty
lustilie	lustily
lustines	lustiness
lustinesse	lustiness
lustlesse	lustless
lustly	lustily
lustraui	lustravi
lusture	lustre
lustye	lusty
lute-string	lutestring
lute-stringe	lutestring
luxurie	luxury
luxuriousnes	luxuriousness
lūgs	lungs
lv'n	lu'n
lvc'ivs	luc'ius
lvcan	lucan
lvce	luce
lvcia	lucia
lvcian	lucian
lvcians	lucians
lvcilius	lucilius
lvcilivs	lucilius
lvcina's	lucina's
lvcivs	lucius
lvcklesse	luckless
lvcrece	lucrece
lvcretivs	lucretius
lvcvllvs	lucullus
lvcy	lucy
lvllies	lullies
lvpo	lupo
lvpv	lupv
lvpvs	lupus
lvs	lus
lvsc	lusc
lvscvs	luscus
lvst	lust
lvthers	luther's
ly	lie
ly'd	lied
ly'st	liest
lyable	liable
lyar	liar
lyars	liars
lyberall	liberal
lyberte	liberty
lybertie	liberty
lyberties	liberties
lyberty	liberty
lybertye	liberty
lyce	lice
lycence	licence
lycentious	licentious
lyckynge	licking
lycour	liquour
lycours	liquours
lyd	lid
lye	lie
lyed	lied
lyeng	lying
lyenge	lying
lyer	liar
lyers	liars
lyes	lies
lyest	liest
lyeth	lies
lyethe	lieth
lyf	life
lyfe	life
lyfes	life's
lyft	lift
lyfting	lifting
lygdvs	lygdus
lyght	light
lyghte	light
lyghteth	lighteth
lyghtly	lightly
lyghtlye	lightly
lyghtnes	lightness
lyghtning	lightning
lyghtnyng	lightning
lyghtyng	lighting
lying'st	lyingest
lyke	like
lyked	liked
lykely	likely
lykelyhood	likelihood
lyken	liken
lykened	likened
lykenesse	likeness
lykes	likes
lykest	likest
lyketh	liketh
lykewise	likewise
lykewyse	likewise
lyking	liking
lyknes	likeness
lylly	lily
lym	lyam
lymbecks	alembics
lymbs	limbs
lyme	lime
lyme-bush	limebush
lyme-twigges	lime-twigs
lymed	lime
lymits	limits
lymmes	limbs
lymn'd	lymned
lymping	limping
lyn'd	lined
lynage	lineage
lynces	lynxes'
lynde	lined
lyne	line
lyneaments	lineaments
lyned	lined
lynes	lines
lyngryng	lyngring
lyning	lining
lynings	linings
lynnen	linen
lynnen-draper	linen-draper
lyon	lion
lyon's	lions'
lyon-lovers	lion-lovers
lyones	lions
lyonesse	lioness
lyonesses	lionesses
lyppes	lips
lyps	lips
lyricall	lyrical
lysippvs	lysippus
lyst	list
lyste	list
lyte	light
lytell	little
lytle	little
lyttel	little
lyttell	little
lyttle	little
lyu'd	live
lyue	live
lyued	live
lyueles	lyveles
lyuely	lively
lyuelye	lively
lyueng	lyveng
lyuer	liver
lyuery	lyvery
lyues	lives
lyuest	livest
lyuet	lyvet
lyueth	liveth
lyuing	living
lyuinge	living
lyuyng	living
lyuynge	living
lyuynges	livings
lyuysh	lyvysh
lyvers	livers
léeke	leek
léese	lose
léeseth	leeseth
léeue	leave
m'agrieued	m'agrieved
m'indeuours	m'indevours
m'vnhappy	m'unhappy
ma'st	mayest
ma-dame	madame
macheueil	macheveil
macheuil	machevil
macheuilian	machevilian
macheuill	machevill
machiauel	machiavel
machiauell	machiavell
machiauels	machiavels
machiauill	machiavill
machiuillian	machivillian
machlesse	matchless
macht	matched
mackerell	mackerel
mad'st	madest
mad-brain	madbrain
mad-brain'd	madbrained
mad-braine	madbrain
mad-brained	madbrained
mad-cap	madcap
mad-caps	madcaps
mad-headed	madheaded
mad-man	madman
mad-mans	madmans
mad-men	madmen
mad-mens	madmen's
mad-vvoman	madwoman
mad-woman	madwoman
madam'd	madamed
madam-punck	madam-punk
madamme	madam
madā	madam
madd	mad
maddam	madam
madde	mad
madde-man	madman
maddnesse	madness
maddona	madonna
madlie	madly
madnes	madness
madnesse	madness
madrigall	madrigal
madrigalls	madrigals
madst	madest
maest	mayest
mag-pie	magpie
mag-py	magpie
mag-pye	magpie
magazins	magazines
magicall	magical
magick	magic
magick's	magic's
magicke	magic
magicke-stayers	magic-stayers
magike	magic
maginary	imaginary
magique	magic
magistate	magistrate
magistracie	magistracy
magistrall	magistral
magistrat	magistrate
magitian	magician
magitians	magicians
magnaminity	magnanimity
magnamitie	magnamity
magnanimious	magnanimous
magnanimitie	magnanimity
magnetick	magnetic
magneticke	magnetic
magnificall	magnifical
magnifie	magnify
magots	maggots
magpy	magpie
magpye	magpie
mai'st	mayest
maid-servant	maidservant
maid-servants	maidservants
maide	maid
maide-marian	maid-marian
maiden-head	maidenhead
maiden-heades	maidenheads
maiden-heads	maidenheads
maides	maids
maidē	maiden
maidēs	maidens
maiest	mayest
maieste	majesty
maiesticall	majestical
maiestick	majestic
maiesticke	majestic
maiestie	majesty
maiesties	majesties
maiesties-seruants	majesties-servants
maiestique	majestic
maiesty	majesty
maiestye	majesty
maiestyes	majesties
maile	mail
mailes	mails
mails	nails
maim'd	maimed
maimd	maimed
maime	maim
maimes	maims
main-prise	mainprise
main-sail	mainsail
main-top	maintop
maindenhead	maidenhead
maine-prize	maineprize
maine-saile	maine-sail
mainely	mainly
mainetaine	maintain
mainetaines	maintains
mainetayne	maintain
mainlie	mainly
maint'nance	maintenance
maintain'd	maintained
maintainance	maintenance
maintaind	maintained
maintaine	maintain
maintaines	maintains
maintainst	maintainest
maintayn	maintain
maintayn'd	maintained
maintaynance	maintenance
maintayne	maintain
maintayned	maintained
maintayners	maintainers
maintaynes	maintains
maintein	maintain
mainteine	maintain
mainteined	maintained
mainteiner	maintainer
mainteines	maintains
mainteineth	maintaineth
mainteyne	maintain
mainteynes	maintains
maioresse	majoress
maiors	majors
maire	more
maist	mayest
maister	master
maister-cooke	master-cook
maister-peece	masterpiece
